"Country","timePeriod","no","asynchrony","AreaHarvested","propNo","propAsynchrony","metric"
"SWE",2008,8,0.303255067122557,911171,1,1,"asynchronyWithin"
"SVK",1998,1,0,92582.5,0.420076907661652,0,"asynchronyBetween"
"SVK",1998,2,0.3192133061,146915,0.666601127525305,0.666027229214594,"asynchronyBetween"
"SVK",1998,3,0.4285717984,172560,0.78296083154046,0.894199840524341,"asynchronyBetween"
"SVK",1998,4,0.443816384,196560,0.891856635649008,0.926007127105659,"asynchronyBetween"
"SVK",1998,5,0.4584059042,206446.666666667,0.936715657174835,0.956447642988579,"asynchronyBetween"
"SVK",1998,6,0.4746045297,212454.166666667,0.963973638140755,0.99024549994718,"asynchronyBetween"
"SVK",1998,7,0.4759983609,217214.166666667,0.985571305955617,0.993153679256717,"asynchronyBetween"
"SVK",1998,8,0.4792796632,220394.166666667,1,1,"asynchronyBetween"
"SVK",1998,1,0,430680,0.538437496093115,0,"asynchronyWithin"
"SVK",1998,2,0.0667740145576226,638360,0.798079687949292,0.715019026984879,"asynchronyWithin"
"SVK",1998,3,0.0891398965743014,766500,0.9582807206171,0.954513855971444,"asynchronyWithin"
"SVK",1998,4,0.0933877449935814,799870,1,1,"asynchronyWithin"
"SVK",2008,1,0,90853.6666666667,0.47847561066595,0,"asynchronyBetween"
"SVK",2008,2,0.1033499412,127404.166666667,0.670966716961192,0.297747050330003,"asynchronyBetween"
"SVK",2008,3,0.211150235,160274.5,0.844076437146326,0.60831538864714,"asynchronyBetween"
"SVK",2008,4,0.230726284,170122,0.895937729583977,0.664713203480784,"asynchronyBetween"
"SVK",2008,5,0.2861450798,179589.5,0.945797773874759,0.824372539429112,"asynchronyBetween"
"SVK",2008,6,0.3454886934,187429,0.987084049788947,0.995339118608196,"asynchronyBetween"
"SVK",2008,7,0.3471065157,189881.5,1,1,"asynchronyBetween"
"SVK",2008,1,0,415631,0.714765268025582,0,"asynchronyWithin"
"SVK",2008,2,0.0336273041365072,501792,0.862937301050915,0.565314791796676,"asynchronyWithin"
"SVK",2008,3,0.0442315888037053,549082,0.944262441680295,0.7435853708016,"asynchronyWithin"
"SVK",2008,4,0.0594842106105755,581493,1,1,"asynchronyWithin"
"GBR",1978,1,0,200638.571428571,0.919424526366783,0,"asynchronyBetween"
"GBR",1978,2,0.0414866323,218221.904761905,1,1,"asynchronyBetween"
"GBR",1978,1,0,464300,0.318620386763838,0,"asynchronyWithin"
"GBR",1978,2,0.136093864161427,711750,0.488430024292832,0.388879100661546,"asynchronyWithin"
"GBR",1978,3,0.174862949724488,949810,0.651795885315875,0.499659165730097,"asynchronyWithin"
"GBR",1978,4,0.225404105661867,1182530,0.811497234460136,0.644077133346992,"asynchronyWithin"
"GBR",1978,5,0.299548442384813,1334850,0.91602503396879,0.855939609011329,"asynchronyWithin"
"GBR",1978,6,0.33522958420698,1397190,0.958805122081772,0.957896081684651,"asynchronyWithin"
"GBR",1978,7,0.34996445921087,1457220,1,1,"asynchronyWithin"
"GBR",1988,1,0,132397.142857143,0.652179726258752,0,"asynchronyBetween"
"GBR",1988,2,0.1000884007,184387.142857143,0.908279089405721,0.808738514759959,"asynchronyBetween"
"GBR",1988,3,0.1237586672,203007.142857143,1,1,"asynchronyBetween"
"GBR",1988,1,0,402200,0.39586224545034,0,"asynchronyWithin"
"GBR",1988,2,0.0792851034899657,556890,0.548114683910591,0.657605937500603,"asynchronyWithin"
"GBR",1988,3,0.0733736624225906,702860,0.691784529679826,0.608575305339256,"asynchronyWithin"
"GBR",1988,4,0.0805904396712023,834580,0.821428922943672,0.66843264750577,"asynchronyWithin"
"GBR",1988,5,0.0928533001136851,932550,0.917855139221071,0.770143176757189,"asynchronyWithin"
"GBR",1988,6,0.0985778044958581,979030,0.963602720445665,0.817623320003035,"asynchronyWithin"
"GBR",1988,7,0.120566282888668,1016010,1,1,"asynchronyWithin"
"GBR",1998,1,0,99092,1,NA,"asynchronyBetween"
"GBR",1998,1,0,314130,0.317008436604368,0,"asynchronyWithin"
"GBR",1998,2,0.3291638256,473900,0.478242441367618,0.590322972938483,"asynchronyWithin"
"GBR",1998,3,0.3496299783,589970,0.595376014209018,0.627027006513419,"asynchronyWithin"
"GBR",1998,4,0.3426372031,703680,0.710127961893998,0.614486151400832,"asynchronyWithin"
"GBR",1998,5,0.3797616703,792430,0.799691196060227,0.681065234950836,"asynchronyWithin"
"GBR",1998,6,0.493500837,855550,0.863389577362451,0.885045252814286,"asynchronyWithin"
"GBR",1998,7,0.4992524219,896930,0.905148750655956,0.895360155100669,"asynchronyWithin"
"GBR",1998,8,0.5133705755,937110,0.945696928107214,0.920679676133585,"asynchronyWithin"
"GBR",1998,9,0.5441275571,966160,0.975013119121624,0.975839300018836,"asynchronyWithin"
"GBR",1998,10,0.5575995526,990920,1,1,"asynchronyWithin"
